p,o,a,b,c
97,+,34913,21,14
97,+,34913,22,15
97,+,34913,23,16
97,+,34913,24,17
97,+,34913,25,18
97,+,34913,26,19
97,+,34913,27,20
97,+,34913,28,21
97,+,34913,29,22
97,+,34913,30,23
97,+,34913,31,24
97,+,34913,32,25
97,+,34913,33,26
97,+,34913,34,27
97,+,34913,35,28
97,+,34913,36,29
97,+,34913,37,30
97,+,34913,38,31
97,+,34913,39,32
97,+,34913,40,33
97,+,34913,41,34
97,+,34913,42,35
97,+,34913,43,36
97,+,34913,44,37
97,+,34913,45,38
97,+,34913,46,39
97,+,34913,47,40
97,+,34913,48,41
97,+,34913,49,42
97,+,34913,50,43
97,+,34913,51,44
97,+,34913,52,45
97,+,34913,53,46
97,+,34913,54,47
97,+,34913,55,48
97,+,34913,56,49
97,+,34913,57,50
97,+,34913,58,51
97,+,34913,59,52
97,+,34913,60,53
97,+,34913,61,54
97,+,34913,62,55
97,+,34913,63,56
97,+,34913,64,57
97,+,34913,65,58
97,+,34913,66,59
97,+,34913,67,60
97,+,34913,68,61
97,+,34913,69,62
97,+,34913,70,63
97,+,34913,71,64
97,+,34913,72,65
97,+,34913,73,66
97,+,34913,74,67
97,+,34913,75,68
97,+,34913,76,69
97,+,34913,77,70
97,+,34913,78,71
97,+,34913,79,72
97,+,34913,80,73
97,+,34913,81,74
97,+,34913,82,75
97,+,34913,83,76
97,+,34913,84,77
97,+,34913,85,78
97,+,34913,86,79
97,+,34913,87,80
97,+,34913,88,81
97,+,34913,89,82
97,+,34913,90,83
97,+,34913,91,84
97,+,34913,92,85
97,+,34913,93,86
97,+,34913,94,87
97,+,34913,95,88
97,+,34913,96,89
97,+,34913,97,90
97,+,5520,0,88
97,+,5520,1,89
97,+,5520,2,90
97,+,5520,3,91
97,+,5520,4,92
97,+,5520,5,93
97,+,5520,6,94
97,+,5520,7,95
97,+,5520,8,96
97,+,5520,9,0
97,+,5520,10,1
97,+,5520,11,2
97,+,5520,12,3
97,+,5520,13,4
97,+,5520,14,5
97,+,5520,15,6
97,+,5520,16,7
97,+,5520,17,8
97,+,5520,18,9
97,+,5520,19,10
97,+,5520,20,11
97,+,5520,21,12
97,+,5520,22,13
97,+,5520,23,14
97,+,5520,24,15
97,+,5520,25,16
97,+,5520,26,17
97,+,5520,27,18
97,+,5520,28,19
97,+,5520,29,20
97,+,5520,30,21
97,+,5520,31,22
97,+,5520,32,23
97,+,5520,33,24
97,+,5520,34,25
97,+,5520,35,26
97,+,5520,36,27
97,+,5520,37,28
97,+,5520,38,29
97,+,5520,39,30
97,+,5520,40,31
97,+,5520,41,32
97,+,5520,42,33
97,+,5520,43,34
97,+,5520,44,35
97,+,5520,45,36
97,+,5520,46,37
97,+,5520,47,38
97,+,5520,48,39
97,+,5520,49,40
97,+,5520,50,41
97,+,5520,51,42
97,+,5520,52,43
97,+,5520,53,44
97,+,5520,54,45
97,+,5520,55,46
97,+,5520,56,47
97,+,5520,57,48
97,+,5520,58,49
97,+,5520,59,50
97,+,5520,60,51
97,+,5520,61,52
97,+,5520,62,53
97,+,5520,63,54
97,+,5520,64,55
97,+,5520,65,56
97,+,5520,66,57
97,+,5520,67,58
97,+,5520,68,59
97,+,5520,69,60
97,+,5520,70,61
97,+,5520,71,62
97,+,5520,72,63
97,+,5520,73,64
97,+,5520,74,65
97,+,5520,75,66
97,+,5520,76,67
97,+,5520,77,68
97,+,5520,78,69
97,+,5520,79,70
97,+,5520,80,71
97,+,5520,81,72
97,+,5520,82,73
97,+,5520,83,74
97,+,5520,84,75
97,+,5520,85,76
97,+,5520,86,77
97,+,5520,87,78
97,+,5520,88,79
97,+,5520,89,80
97,+,5520,90,81
97,+,5520,91,82
97,+,5520,92,83
97,+,5520,93,84
97,+,5520,94,85
97,+,5520,95,86
97,+,5520,96,87
97,+,5520,97,88
97,+,3357,0,59
97,+,3357,1,60
97,+,3357,2,61
97,+,3357,3,62
97,+,3357,4,63
97,+,3357,5,64
97,+,3357,6,65
97,+,3357,7,66
97,+,3357,8,67
97,+,3357,9,68
97,+,3357,10,69
97,+,3357,11,70
97,+,3357,12,71
97,+,3357,13,72
97,+,3357,14,73
97,+,3357,15,74
97,+,3357,16,75
97,+,3357,17,76
97,+,3357,18,77
97,+,3357,19,78
97,+,3357,20,79
97,+,3357,21,80
97,+,3357,22,81
97,+,3357,23,82
97,+,3357,24,83
97,+,3357,25,84
97,+,3357,26,85
97,+,3357,27,86
97,+,3357,28,87
97,+,3357,29,88
97,+,3357,30,89
97,+,3357,31,90
97,+,3357,32,91
97,+,3357,33,92
97,+,3357,34,93
97,+,3357,35,94
97,+,3357,36,95
97,+,3357,37,96
97,+,3357,38,0
97,+,3357,39,1
97,+,3357,40,2
97,+,3357,41,3
97,+,3357,42,4
97,+,3357,43,5
97,+,3357,44,6
97,+,3357,45,7
97,+,3357,46,8
97,+,3357,47,9
97,+,3357,48,10
97,+,3357,49,11
97,+,3357,50,12
97,+,3357,51,13
97,+,3357,52,14
97,+,3357,53,15
97,+,3357,54,16
97,+,3357,55,17
97,+,3357,56,18
97,+,3357,57,19
97,+,3357,58,20
97,+,3357,59,21
97,+,3357,60,22
97,+,3357,61,23
97,+,3357,62,24
97,+,3357,63,25
97,+,3357,64,26
97,+,3357,65,27
97,+,3357,66,28
97,+,3357,67,29
97,+,3357,68,30
97,+,3357,69,31
97,+,3357,70,32
97,+,3357,71,33
97,+,3357,72,34
97,+,3357,73,35
97,+,3357,74,36
97,+,3357,75,37
97,+,3357,76,38
97,+,3357,77,39
97,+,3357,78,40
97,+,3357,79,41
97,+,3357,80,42
97,+,3357,81,43
97,+,3357,82,44
97,+,3357,83,45
97,+,3357,84,46
97,+,3357,85,47
97,+,3357,86,48
97,+,3357,87,49
97,+,3357,88,50
97,+,3357,89,51
97,+,3357,90,52
97,+,3357,91,53
97,+,3357,92,54
97,+,3357,93,55
97,+,3357,94,56
97,+,3357,95,57
97,+,3357,96,58
97,+,3357,97,59
97,+,25040,0,14
97,+,25040,1,15
97,+,25040,2,16
97,+,25040,3,17
97,+,25040,4,18
97,+,25040,5,19
97,+,25040,6,20
97,+,25040,7,21
97,+,25040,8,22
97,+,25040,9,23
97,+,25040,10,24
97,+,25040,11,25
97,+,25040,12,26
97,+,25040,13,27
97,+,25040,14,28
97,+,25040,15,29
97,+,25040,16,30
97,+,25040,17,31
97,+,25040,18,32
97,+,25040,19,33
97,+,25040,20,34
97,+,25040,21,35
97,+,25040,22,36
97,+,25040,23,37
97,+,25040,24,38
97,+,25040,25,39
97,+,25040,26,40
97,+,25040,27,41
97,+,25040,28,42
97,+,25040,29,43
97,+,25040,30,44
97,+,25040,31,45
97,+,25040,32,46
97,+,25040,33,47
97,+,25040,34,48
97,+,25040,35,49
97,+,25040,36,50
97,+,25040,37,51
97,+,25040,38,52
97,+,25040,39,53
97,+,25040,40,54
97,+,25040,41,55
97,+,25040,42,56
97,+,25040,43,57
97,+,25040,44,58
97,+,25040,45,59
97,+,25040,46,60
97,+,25040,47,61
97,+,25040,48,62
97,+,25040,49,63
97,+,25040,50,64
97,+,25040,51,65
97,+,25040,52,66
97,+,25040,53,67
97,+,25040,54,68
97,+,25040,55,69
97,+,25040,56,70
97,+,25040,57,71
97,+,25040,58,72
97,+,25040,59,73
97,+,25040,60,74
97,+,25040,61,75
97,+,25040,62,76
97,+,25040,63,77
97,+,25040,64,78
97,+,25040,65,79
97,+,25040,66,80
97,+,25040,67,81
97,+,25040,68,82
97,+,25040,69,83
97,+,25040,70,84
97,+,25040,71,85
97,+,25040,72,86
97,+,25040,73,87
97,+,25040,74,88
97,+,25040,75,89
97,+,25040,76,90
97,+,25040,77,91
97,+,25040,78,92
97,+,25040,79,93
97,+,25040,80,94
97,+,25040,81,95
97,+,25040,82,96
97,+,25040,83,0
97,+,25040,84,1
97,+,25040,85,2
97,+,25040,86,3
97,+,25040,87,4
97,+,25040,88,5
97,+,25040,89,6
97,+,25040,90,7
97,+,25040,91,8
97,+,25040,92,9
97,+,25040,93,10
97,+,25040,94,11
97,+,25040,95,12
97,+,25040,96,13
97,+,25040,97,14
97,+,24752,0,17
97,+,24752,1,18
97,+,24752,2,19
97,+,24752,3,20
97,+,24752,4,21
97,+,24752,5,22
97,+,24752,6,23
97,+,24752,7,24
97,+,24752,8,25
97,+,24752,9,26
97,+,24752,10,27
97,+,24752,11,28
97,+,24752,12,29
97,+,24752,13,30
97,+,24752,14,31
97,+,24752,15,32
97,+,24752,16,33
97,+,24752,17,34
97,+,24752,18,35
97,+,24752,19,36
97,+,24752,20,37
97,+,24752,21,38
97,+,24752,22,39
97,+,24752,23,40
97,+,24752,24,41
97,+,24752,25,42
97,+,24752,26,43
97,+,24752,27,44
97,+,24752,28,45
97,+,24752,29,46
97,+,24752,30,47
97,+,24752,31,48
97,+,24752,32,49
97,+,24752,33,50
97,+,24752,34,51
97,+,24752,35,52
97,+,24752,36,53
97,+,24752,37,54
97,+,24752,38,55
97,+,24752,39,56
97,+,24752,40,57
97,+,24752,41,58
97,+,24752,42,59
97,+,24752,43,60
97,+,24752,44,61
97,+,24752,45,62
97,+,24752,46,63
97,+,24752,47,64
97,+,24752,48,65
97,+,24752,49,66
97,+,24752,50,67
97,+,24752,51,68
97,+,24752,52,69
97,+,24752,53,70
97,+,24752,54,71
97,+,24752,55,72
97,+,24752,56,73
97,+,24752,57,74
97,+,24752,58,75
97,+,24752,59,76
97,+,24752,60,77
97,+,24752,61,78
97,+,24752,62,79
97,+,24752,63,80
97,+,24752,64,81
97,+,24752,65,82
97,+,24752,66,83
97,+,24752,67,84
97,+,24752,68,85
97,+,24752,69,86
97,+,24752,70,87
97,+,24752,71,88
97,+,24752,72,89
97,+,24752,73,90
97,+,24752,74,91
97,+,24752,75,92
97,+,24752,76,93
97,+,24752,77,94
97,+,24752,78,95
97,+,24752,79,96
97,+,24752,80,0
97,+,24752,81,1
97,+,24752,82,2
97,+,24752,83,3
97,+,24752,84,4
97,+,24752,85,5
97,+,24752,86,6
97,+,24752,87,7
97,+,24752,88,8
97,+,24752,89,9
97,+,24752,90,10
97,+,24752,91,11
97,+,24752,92,12
97,+,24752,93,13
97,+,24752,94,14
97,+,24752,95,15
97,+,24752,96,16
97,+,24752,97,17
97,+,84096,0,94
97,+,84096,1,95
97,+,84096,2,96
97,+,84096,3,0
97,+,84096,4,1
97,+,84096,5,2
97,+,84096,6,3
97,+,84096,7,4
97,+,84096,8,5
97,+,84096,9,6
97,+,84096,10,7
97,+,84096,11,8
97,+,84096,12,9
97,+,84096,13,10
97,+,84096,14,11
97,+,84096,15,12
97,+,84096,16,13
97,+,84096,17,14
97,+,84096,18,15
97,+,84096,19,16
97,+,84096,20,17
97,+,84096,21,18
97,+,84096,22,19
97,+,84096,23,20
97,+,84096,24,21
97,+,84096,25,22
97,+,84096,26,23
97,+,84096,27,24
97,+,84096,28,25
97,+,84096,29,26
97,+,84096,30,27
97,+,84096,31,28
97,+,84096,32,29
97,+,84096,33,30
97,+,84096,34,31
97,+,84096,35,32
97,+,84096,36,33
97,+,84096,37,34
97,+,84096,38,35
97,+,84096,39,36
97,+,84096,40,37
97,+,84096,41,38
97,+,84096,42,39
97,+,84096,43,40
97,+,84096,44,41
97,+,84096,45,42
97,+,84096,46,43
97,+,84096,47,44
97,+,84096,48,45
97,+,84096,49,46
97,+,84096,50,47
97,+,84096,51,48
97,+,84096,52,49
97,+,84096,53,50
97,+,84096,54,51
97,+,84096,55,52
97,+,84096,56,53
97,+,84096,57,54
97,+,84096,58,55
97,+,84096,59,56
97,+,84096,60,57
97,+,84096,61,58
97,+,84096,62,59
97,+,84096,63,60
97,+,84096,64,61
97,+,84096,65,62
97,+,84096,66,63
97,+,84096,67,64
97,+,84096,68,65
97,+,84096,69,66
97,+,84096,70,67
97,+,84096,71,68
97,+,84096,72,69
97,+,84096,73,70
97,+,84096,74,71
97,+,84096,75,72
97,+,84096,76,73
97,+,84096,77,74
97,+,84096,78,75
97,+,84096,79,76
97,+,84096,80,77
97,+,84096,81,78
97,+,84096,82,79
97,+,84096,83,80
97,+,84096,84,81
97,+,84096,85,82
97,+,84096,86,83
97,+,84096,87,84
97,+,84096,88,85
97,+,84096,89,86
97,+,84096,90,87
97,+,84096,91,88
97,+,84096,92,89
97,+,84096,93,90
97,+,84096,94,91
97,+,84096,95,92
97,+,84096,96,93
97,+,84096,97,94
97,+,89387,0,50
97,+,89387,1,51
97,+,89387,2,52
97,+,89387,3,53
97,+,89387,4,54
97,+,89387,5,55
97,+,89387,6,56
97,+,89387,7,57
97,+,89387,8,58
97,+,89387,9,59
97,+,89387,10,60
97,+,89387,11,61
97,+,89387,12,62
97,+,89387,13,63
97,+,89387,14,64
97,+,89387,15,65
97,+,89387,16,66
97,+,89387,17,67
97,+,89387,18,68
97,+,89387,19,69
97,+,89387,20,70
97,+,89387,21,71
97,+,89387,22,72
97,+,89387,23,73
97,+,89387,24,74
97,+,89387,25,75
97,+,89387,26,76
97,+,89387,27,77
97,+,89387,28,78
97,+,89387,29,79
97,+,89387,30,80
97,+,89387,31,81
97,+,89387,32,82
97,+,89387,33,83
97,+,89387,34,84
97,+,89387,35,85
97,+,89387,36,86
97,+,89387,37,87
97,+,89387,38,88
97,+,89387,39,89
97,+,89387,40,90
97,+,89387,41,91
97,+,89387,42,92
97,+,89387,43,93
97,+,89387,44,94
97,+,89387,45,95
97,+,89387,46,96
97,+,89387,47,0
97,+,89387,48,1
97,+,89387,49,2
97,+,89387,50,3
97,+,89387,51,4
97,+,89387,52,5
97,+,89387,53,6
97,+,89387,54,7
97,+,89387,55,8
97,+,89387,56,9
97,+,89387,57,10
97,+,89387,58,11
97,+,89387,59,12
97,+,89387,60,13
97,+,89387,61,14
97,+,89387,62,15
97,+,89387,63,16
97,+,89387,64,17
97,+,89387,65,18
97,+,89387,66,19
97,+,89387,67,20
97,+,89387,68,21
97,+,89387,69,22
97,+,89387,70,23
97,+,89387,71,24
97,+,89387,72,25
97,+,89387,73,26
97,+,89387,74,27
97,+,89387,75,28
97,+,89387,76,29
97,+,89387,77,30
97,+,89387,78,31
97,+,89387,79,32
97,+,89387,80,33
97,+,89387,81,34
97,+,89387,82,35
97,+,89387,83,36
97,+,89387,84,37
97,+,89387,85,38
97,+,89387,86,39
97,+,89387,87,40
97,+,89387,88,41
97,+,89387,89,42
97,+,89387,90,43
97,+,89387,91,44
97,+,89387,92,45
97,+,89387,93,46
97,+,89387,94,47
97,+,89387,95,48
97,+,89387,96,49
97,+,89387,97,50
97,+,81815,0,44
97,+,81815,1,45
97,+,81815,2,46
97,+,81815,3,47
97,+,81815,4,48
97,+,81815,5,49
97,+,81815,6,50
97,+,81815,7,51
97,+,81815,8,52
97,+,81815,9,53
97,+,81815,10,54
97,+,81815,11,55
97,+,81815,12,56
97,+,81815,13,57
97,+,81815,14,58
97,+,81815,15,59
97,+,81815,16,60
97,+,81815,17,61
97,+,81815,18,62
97,+,81815,19,63
97,+,81815,20,64
97,+,81815,21,65
97,+,81815,22,66
97,+,81815,23,67
97,+,81815,24,68
97,+,81815,25,69
97,+,81815,26,70
97,+,81815,27,71
97,+,81815,28,72
97,+,81815,29,73
97,+,81815,30,74
97,+,81815,31,75
97,+,81815,32,76
97,+,81815,33,77
97,+,81815,34,78
97,+,81815,35,79
97,+,81815,36,80
97,+,81815,37,81
97,+,81815,38,82
97,+,81815,39,83
97,+,81815,40,84
97,+,81815,41,85
97,+,81815,42,86
97,+,81815,43,87
97,+,81815,44,88
97,+,81815,45,89
97,+,81815,46,90
97,+,81815,47,91
97,+,81815,48,92
97,+,81815,49,93
97,+,81815,50,94
97,+,81815,51,95
97,+,81815,52,96
97,+,81815,53,0
97,+,81815,54,1
97,+,81815,55,2
97,+,81815,56,3
97,+,81815,57,4
97,+,81815,58,5
97,+,81815,59,6
97,+,81815,60,7
97,+,81815,61,8
97,+,81815,62,9
97,+,81815,63,10
97,+,81815,64,11
97,+,81815,65,12
97,+,81815,66,13
97,+,81815,67,14
97,+,81815,68,15
97,+,81815,69,16
97,+,81815,70,17
97,+,81815,71,18
97,+,81815,72,19
97,+,81815,73,20
97,+,81815,74,21
97,+,81815,75,22
97,+,81815,76,23
97,+,81815,77,24
97,+,81815,78,25
97,+,81815,79,26
97,+,81815,80,27
97,+,81815,81,28
97,+,81815,82,29
97,+,81815,83,30
97,+,81815,84,31
97,+,81815,85,32
97,+,81815,86,33
97,+,81815,87,34
97,+,81815,88,35
97,+,81815,89,36
97,+,81815,90,37
97,+,81815,91,38
97,+,81815,92,39
97,+,81815,93,40
97,+,81815,94,41
97,+,81815,95,42
97,+,81815,96,43
97,+,81815,97,44
97,+,47231,0,89
97,+,47231,1,90
97,+,47231,2,91
97,+,47231,3,92
97,+,47231,4,93
97,+,47231,5,94
97,+,47231,6,95
97,+,47231,7,96
97,+,47231,8,0
97,+,47231,9,1
97,+,47231,10,2
97,+,47231,11,3
97,+,47231,12,4
97,+,47231,13,5
97,+,47231,14,6
97,+,47231,15,7
97,+,47231,16,8
97,+,47231,17,9
97,+,47231,18,10
97,+,47231,19,11
97,+,47231,20,12
97,+,47231,21,13
97,+,47231,22,14
97,+,47231,23,15
97,+,47231,24,16
97,+,47231,25,17
97,+,47231,26,18
97,+,47231,27,19
97,+,47231,28,20
97,+,47231,29,21
97,+,47231,30,22
97,+,47231,31,23
97,+,47231,32,24
97,+,47231,33,25
97,+,47231,34,26
97,+,47231,35,27
97,+,47231,36,28
97,+,47231,37,29
97,+,47231,38,30
97,+,47231,39,31
97,+,47231,40,32
97,+,47231,41,33
97,+,47231,42,34
97,+,47231,43,35
97,+,47231,44,36
97,+,47231,45,37
97,+,47231,46,38
97,+,47231,47,39
97,+,47231,48,40
97,+,47231,49,41
97,+,47231,50,42
97,+,47231,51,43
97,+,47231,52,44
97,+,47231,53,45
97,+,47231,54,46
97,+,47231,55,47
97,+,47231,56,48
97,+,47231,57,49
97,+,47231,58,50
97,+,47231,59,51
97,+,47231,60,52
97,+,47231,61,53
97,+,47231,62,54
97,+,47231,63,55
97,+,47231,64,56
97,+,47231,65,57
97,+,47231,66,58
97,+,47231,67,59
97,+,47231,68,60
97,+,47231,69,61
97,+,47231,70,62
97,+,47231,71,63
97,+,47231,72,64
97,+,47231,73,65
97,+,47231,74,66
97,+,47231,75,67
97,+,47231,76,68
97,+,47231,77,69
97,+,47231,78,70
97,+,47231,79,71
97,+,47231,80,72
97,+,47231,81,73
97,+,47231,82,74
97,+,47231,83,75
97,+,47231,84,76
97,+,47231,85,77
97,+,47231,86,78
97,+,47231,87,79
97,+,47231,88,80
97,+,47231,89,81
97,+,47231,90,82
97,+,47231,91,83
97,+,47231,92,84
97,+,47231,93,85
97,+,47231,94,86
97,+,47231,95,87
97,+,47231,96,88
97,+,47231,97,89
97,+,66732,0,93
97,+,66732,1,94
97,+,66732,2,95
97,+,66732,3,96
97,+,66732,4,0
97,+,66732,5,1
97,+,66732,6,2
97,+,66732,7,3
97,+,66732,8,4
97,+,66732,9,5
97,+,66732,10,6
97,+,66732,11,7
97,+,66732,12,8
97,+,66732,13,9
97,+,66732,14,10
97,+,66732,15,11
97,+,66732,16,12
97,+,66732,17,13
97,+,66732,18,14
97,+,66732,19,15
97,+,66732,20,16
97,+,66732,21,17
97,+,66732,22,18
97,+,66732,23,19
97,+,66732,24,20
97,+,66732,25,21
97,+,66732,26,22
97,+,66732,27,23
97,+,66732,28,24
97,+,66732,29,25
97,+,66732,30,26
97,+,66732,31,27
97,+,66732,32,28
97,+,66732,33,29
97,+,66732,34,30
97,+,66732,35,31
97,+,66732,36,32
97,+,66732,37,33
97,+,66732,38,34
97,+,66732,39,35
97,+,66732,40,36
97,+,66732,41,37
97,+,66732,42,38
97,+,66732,43,39
97,+,66732,44,40
97,+,66732,45,41
97,+,66732,46,42
97,+,66732,47,43
97,+,66732,48,44
97,+,66732,49,45
97,+,66732,50,46
97,+,66732,51,47
97,+,66732,52,48
97,+,66732,53,49
97,+,66732,54,50
97,+,66732,55,51
97,+,66732,56,52
97,+,66732,57,53
97,+,66732,58,54
97,+,66732,59,55
97,+,66732,60,56
97,+,66732,61,57
97,+,66732,62,58
97,+,66732,63,59
97,+,66732,64,60
97,+,66732,65,61
97,+,66732,66,62
97,+,66732,67,63
97,+,66732,68,64
97,+,66732,69,65
97,+,66732,70,66
97,+,66732,71,67
97,+,66732,72,68
97,+,66732,73,69
97,+,66732,74,70
97,+,66732,75,71
97,+,66732,76,72
97,+,66732,77,73
97,+,66732,78,74
97,+,66732,79,75
97,+,66732,80,76
97,+,66732,81,77
97,+,66732,82,78
97,+,66732,83,79
97,+,66732,84,80
97,+,66732,85,81
97,+,66732,86,82
97,+,66732,87,83
97,+,66732,88,84
97,+,66732,89,85
97,+,66732,90,86
97,+,66732,91,87
97,+,66732,92,88
97,+,66732,93,89
97,+,66732,94,90
97,+,66732,95,91
97,+,66732,96,92
97,+,66732,97,93
97,+,66969,0,39
97,+,66969,1,40
97,+,66969,2,41
97,+,66969,3,42
97,+,66969,4,43
97,+,66969,5,44
97,+,66969,6,45
97,+,66969,7,46
97,+,66969,8,47
97,+,66969,9,48
97,+,66969,10,49
97,+,66969,11,50
97,+,66969,12,51
97,+,66969,13,52
97,+,66969,14,53
97,+,66969,15,54
97,+,66969,16,55
97,+,66969,17,56
97,+,66969,18,57
97,+,66969,19,58
97,+,66969,20,59
97,+,66969,21,60
97,+,66969,22,61
97,+,66969,23,62
97,+,66969,24,63
97,+,66969,25,64
97,+,66969,26,65
97,+,66969,27,66
97,+,66969,28,67
97,+,66969,29,68
97,+,66969,30,69
97,+,66969,31,70
97,+,66969,32,71
97,+,66969,33,72
97,+,66969,34,73
97,+,66969,35,74
97,+,66969,36,75
97,+,66969,37,76
97,+,66969,38,77
97,+,66969,39,78
97,+,66969,40,79
97,+,66969,41,80
97,+,66969,42,81
97,+,66969,43,82
97,+,66969,44,83
97,+,66969,45,84
97,+,66969,46,85
97,+,66969,47,86
97,+,66969,48,87
97,+,66969,49,88
97,+,66969,50,89
97,+,66969,51,90
97,+,66969,52,91
97,+,66969,53,92
97,+,66969,54,93
97,+,66969,55,94
97,+,66969,56,95
97,+,66969,57,96
97,+,66969,58,0
97,+,66969,59,1
97,+,66969,60,2
97,+,66969,61,3
97,+,66969,62,4
97,+,66969,63,5
97,+,66969,64,6
97,+,66969,65,7
97,+,66969,66,8
97,+,66969,67,9
97,+,66969,68,10
97,+,66969,69,11
97,+,66969,70,12
97,+,66969,71,13
97,+,66969,72,14
97,+,66969,73,15
97,+,66969,74,16
97,+,66969,75,17
97,+,66969,76,18
97,+,66969,77,19
97,+,66969,78,20
97,+,66969,79,21
97,+,66969,80,22
97,+,66969,81,23
97,+,66969,82,24
97,+,66969,83,25
97,+,66969,84,26
97,+,66969,85,27
97,+,66969,86,28
97,+,66969,87,29
97,+,66969,88,30
97,+,66969,89,31
97,+,66969,90,32
97,+,66969,91,33
97,+,66969,92,34
97,+,66969,93,35
97,+,66969,94,36
97,+,66969,95,37
97,+,66969,96,38
97,+,66969,97,39
97,+,47058,0,13
97,+,47058,1,14
97,+,47058,2,15
97,+,47058,3,16
97,+,47058,4,17
97,+,47058,5,18
97,+,47058,6,19
97,+,47058,7,20
97,+,47058,8,21
97,+,47058,9,22
97,+,47058,10,23
97,+,47058,11,24
97,+,47058,12,25
97,+,47058,13,26
97,+,47058,14,27
97,+,47058,15,28
97,+,47058,16,29
97,+,47058,17,30
97,+,47058,18,31
97,+,47058,19,32
97,+,47058,20,33
97,+,47058,21,34
97,+,47058,22,35
97,+,47058,23,36
97,+,47058,24,37
97,+,47058,25,38
97,+,47058,26,39
97,+,47058,27,40
97,+,47058,28,41
97,+,47058,29,42
97,+,47058,30,43
97,+,47058,31,44
97,+,47058,32,45
97,+,47058,33,46
97,+,47058,34,47
97,+,47058,35,48
97,+,47058,36,49
97,+,47058,37,50
97,+,47058,38,51
97,+,47058,39,52
97,+,47058,40,53
97,+,47058,41,54
97,+,47058,42,55
97,+,47058,43,56
97,+,47058,44,57
97,+,47058,45,58
97,+,47058,46,59
97,+,47058,47,60
97,+,47058,48,61
97,+,47058,49,62
97,+,47058,50,63
97,+,47058,51,64
97,+,47058,52,65
97,+,47058,53,66
97,+,47058,54,67
97,+,47058,55,68
97,+,47058,56,69
97,+,47058,57,70
97,+,47058,58,71
97,+,47058,59,72
97,+,47058,60,73
97,+,47058,61,74
97,+,47058,62,75
97,+,47058,63,76
97,+,47058,64,77
97,+,47058,65,78
97,+,47058,66,79
97,+,47058,67,80
97,+,47058,68,81
97,+,47058,69,82
97,+,47058,70,83
97,+,47058,71,84
97,+,47058,72,85
97,+,47058,73,86
97,+,47058,74,87
97,+,47058,75,88
97,+,47058,76,89
97,+,47058,77,90
97,+,47058,78,91
97,+,47058,79,92
97,+,47058,80,93
97,+,47058,81,94
97,+,47058,82,95
97,+,47058,83,96
97,+,47058,84,0
97,+,47058,85,1
97,+,47058,86,2
97,+,47058,87,3
97,+,47058,88,4
97,+,47058,89,5
97,+,47058,90,6
97,+,47058,91,7
97,+,47058,92,8
97,+,47058,93,9
97,+,47058,94,10
97,+,47058,95,11
97,+,47058,96,12
97,+,47058,97,13
97,+,41940,0,36
97,+,41940,1,37
97,+,41940,2,38
97,+,41940,3,39
97,+,41940,4,40
97,+,41940,5,41
97,+,41940,6,42
97,+,41940,7,43
97,+,41940,8,44
97,+,41940,9,45
97,+,41940,10,46
97,+,41940,11,47
97,+,41940,12,48
97,+,41940,13,49
97,+,41940,14,50
97,+,41940,15,51
97,+,41940,16,52
97,+,41940,17,53
97,+,41940,18,54
97,+,41940,19,55
97,+,41940,20,56
97,+,41940,21,57
97,+,41940,22,58
97,+,41940,23,59
97,+,41940,24,60
97,+,41940,25,61
97,+,41940,26,62
97,+,41940,27,63
97,+,41940,28,64
97,+,41940,29,65
97,+,41940,30,66
97,+,41940,31,67
97,+,41940,32,68
97,+,41940,33,69
97,+,41940,34,70
97,+,41940,35,71
97,+,41940,36,72
97,+,41940,37,73
97,+,41940,38,74
97,+,41940,39,75
97,+,41940,40,76
97,+,41940,41,77
97,+,41940,42,78
97,+,41940,43,79
97,+,41940,44,80
97,+,41940,45,81
97,+,41940,46,82
97,+,41940,47,83
97,+,41940,48,84
97,+,41940,49,85
97,+,41940,50,86
97,+,41940,51,87
97,+,41940,52,88
97,+,41940,53,89
97,+,41940,54,90
97,+,41940,55,91
97,+,41940,56,92
97,+,41940,57,93
97,+,41940,58,94
97,+,41940,59,95
97,+,41940,60,96
97,+,41940,61,0
97,+,41940,62,1
97,+,41940,63,2
97,+,41940,64,3
97,+,41940,65,4
97,+,41940,66,5
97,+,41940,67,6
97,+,41940,68,7
97,+,41940,69,8
97,+,41940,70,9
97,+,41940,71,10
97,+,41940,72,11
97,+,41940,73,12
97,+,41940,74,13
97,+,41940,75,14
97,+,41940,76,15
97,+,41940,77,16
97,+,41940,78,17
97,+,41940,79,18
97,+,41940,80,19
97,+,41940,81,20
97,+,41940,82,21
97,+,41940,83,22
97,+,41940,84,23
97,+,41940,85,24
97,+,41940,86,25
97,+,41940,87,26
97,+,41940,88,27
97,+,41940,89,28
97,+,41940,90,29
97,+,41940,91,30
97,+,41940,92,31
97,+,41940,93,32
97,+,41940,94,33
97,+,41940,95,34
97,+,41940,96,35
97,+,41940,97,36
97,+,96984,0,81
97,+,96984,1,82
97,+,96984,2,83
97,+,96984,3,84
97,+,96984,4,85
97,+,96984,5,86
97,+,96984,6,87
97,+,96984,7,88
97,+,96984,8,89
97,+,96984,9,90
97,+,96984,10,91
97,+,96984,11,92
97,+,96984,12,93
97,+,96984,13,94
97,+,96984,14,95
97,+,96984,15,96
97,+,96984,16,0
97,+,96984,17,1
