p,o,a,b,c
113,/,2,9,0
113,-,85,103,95
113,/,51,22,2
113,/,99,37,2
97,+,27,76,6
113,+,42,55,97
113,/,32,88,0
97,/,64,6,10
97,-,79,28,51
97,+,20,73,93
113,/,5,100,0
113,-,1,59,55
113,-,14,19,108
97,+,82,2,84
113,/,1,70,0
113,+,10,11,21
113,/,104,30,3
113,/,70,96,0
97,/,55,53,1
113,-,110,11,99
113,-,23,42,94
97,+,67,80,50
97,/,47,84,0
97,-,12,65,44
97,+,66,23,89
113,/,51,27,1
97,-,65,95,67
113,+,78,103,68
97,-,76,55,21
113,/,25,96,0
113,/,81,106,0
113,-,41,58,96
97,+,40,76,19
113,+,65,95,47
113,/,42,54,0
113,/,94,65,1
97,/,71,59,1
97,/,24,28,0
113,-,60,46,14
97,+,10,1,11
113,-,60,45,15
113,-,16,74,55
97,-,49,22,27
97,+,55,60,18
97,+,42,87,32
113,-,29,24,5
113,+,24,110,21
113,/,63,15,4
113,-,19,29,103
113,/,43,84,0
97,/,32,5,6
97,+,38,41,79
113,/,18,64,0
113,/,26,61,0
113,/,108,85,1
97,-,17,81,33
113,+,75,58,20
97,-,34,35,96
113,-,91,109,95
113,-,30,39,104
97,+,92,86,81
113,/,67,47,1
113,-,11,109,15
113,/,63,96,0
113,/,95,55,1
97,/,84,13,6
113,-,44,26,18
113,-,62,19,43
97,-,45,90,52
97,-,18,81,34
113,+,76,107,70
97,/,71,68,1
97,-,18,28,87
113,/,47,34,1
97,/,72,64,1
97,-,8,49,56
97,+,46,88,37
113,/,29,69,0
113,/,68,52,1
113,-,52,36,16
113,-,61,60,1
113,-,9,48,74
113,-,55,91,77
113,+,60,34,94
97,-,20,58,59
113,-,81,49,32
113,-,79,48,31
97,-,14,59,52
113,+,49,32,81
113,+,14,14,28
113,-,59,27,32
113,-,100,73,27
97,+,79,8,87
97,+,26,6,32
113,/,39,33,1
97,+,55,73,31
97,-,57,75,79
97,+,7,41,48
113,-,45,7,38
97,+,75,13,88
113,/,48,32,1
97,/,31,74,0
97,+,45,3,48
113,/,68,86,0
97,+,65,9,74
113,/,9,44,0
113,-,73,11,62
113,+,74,83,44
97,/,14,37,0
113,/,81,13,6
113,/,51,5,10
97,-,56,90,63
113,-,37,51,99
113,-,49,89,73
113,-,104,46,58
113,/,2,45,0
113,+,5,16,21
97,+,34,14,48
113,-,33,17,16
113,-,67,40,27
113,/,54,7,7
113,+,22,28,50
97,+,5,50,55
113,/,51,44,1
97,/,89,96,0
113,-,87,76,11
113,-,13,21,105
113,+,6,12,18
97,-,33,78,52
97,/,84,1,84
113,-,59,90,82
97,+,3,1,4
97,-,34,97,34
113,/,39,86,0
113,-,77,77,0
97,-,56,50,6
97,-,43,81,59
113,-,74,75,112
97,+,20,71,91
97,/,15,26,0
97,-,13,70,40
113,+,8,101,109
113,-,29,106,36
97,-,65,5,60
113,-,55,71,97
97,-,81,52,29
113,+,29,100,16
97,+,30,19,49
113,/,96,102,0
97,/,27,32,0
97,-,80,81,96
113,+,21,33,54
97,+,92,88,83
97,-,94,25,69
97,-,87,47,40
97,-,55,19,36
113,+,76,84,47
113,-,44,78,79
113,-,90,107,96
97,-,68,69,96
113,+,113,2,2
97,-,29,87,39
97,-,41,44,94
97,/,64,44,1
97,-,78,31,47
97,-,26,25,1
97,-,70,54,16
113,/,48,13,3
113,-,106,24,82
97,-,23,8,15
97,/,10,6,1
97,+,0,5,5
97,/,82,86,0
113,+,85,56,28
113,-,59,65,107
97,+,34,38,72
113,-,43,95,61
97,-,74,91,80
97,-,42,18,24
113,/,35,79,0
97,+,47,16,63
113,-,64,85,92
97,+,36,96,35
97,/,86,25,3
97,+,60,41,4
97,+,30,96,29
97,-,29,96,30
113,/,107,108,0
97,+,58,40,1
113,-,75,36,39
97,-,83,37,46
113,/,0,74,0
113,-,61,55,6
113,-,81,79,2
97,+,50,53,6
97,+,2,53,55
97,/,84,79,1
113,+,83,66,36
97,/,34,84,0
97,+,3,8,11
97,/,69,42,1
113,+,89,92,68
113,+,17,106,10
113,+,2,97,99
97,+,45,16,61
113,-,109,52,57
113,+,41,22,63
113,+,59,20,79
97,-,53,48,5
113,/,32,73,0
113,/,85,16,5
113,-,83,84,112
113,+,9,67,76
113,-,11,110,14
113,-,1,42,72
113,-,87,18,69
97,+,63,73,39
113,+,39,101,27
97,/,25,60,0
113,-,65,34,31
113,+,88,112,87
97,/,45,48,0
113,+,82,101,70
97,+,47,53,3
113,+,3,104,107
97,-,89,78,11
113,/,71,66,1
97,+,10,32,42
113,+,31,83,1
113,-,96,15,81
113,+,57,89,33
97,-,47,45,2
113,-,38,31,7
97,-,51,74,74
97,-,78,34,44
113,+,46,110,43
97,+,53,49,5
113,-,69,95,87
113,+,43,47,90
113,-,108,93,15
97,/,50,5,10
113,-,76,106,83
113,+,93,39,19
97,-,37,93,41
97,+,77,62,42
113,+,52,96,35
113,+,44,84,15
97,/,31,55,0
113,-,20,15,5
97,+,38,61,2
113,/,64,12,5
97,-,32,81,48
113,-,75,23,52
97,+,68,73,44
97,-,3,21,79
97,-,56,21,35
97,-,74,50,24
113,/,30,3,10
113,-,113,46,67
97,+,42,48,90
97,+,77,10,87
113,-,17,101,29
97,/,33,30,1
113,/,106,53,2
97,-,15,29,83
97,+,46,90,39
113,+,7,48,55
113,/,89,56,1
97,/,79,76,1
113,/,112,28,4
113,/,30,106,0
97,-,13,87,23
113,/,70,87,0
97,+,68,66,37
97,+,18,48,66
97,/,49,3,16
97,+,74,67,44
113,/,3,54,0
113,+,34,26,60
113,+,56,73,16
97,-,53,94,56
113,-,84,35,49
113,/,97,86,1
113,+,106,70,63
113,+,113,55,55
97,+,19,58,77
113,+,89,19,108
97,+,19,97,19
113,+,83,71,41
97,+,28,38,66
113,/,78,45,1
97,/,52,9,5
113,-,82,88,107
97,/,22,11,2
113,+,101,84,72
97,/,91,79,1
113,/,106,101,1
113,-,64,61,3
113,-,19,27,105
97,/,94,16,5
97,/,86,86,1
113,-,78,73,5
97,+,55,15,70
113,+,107,105,99
113,+,13,82,95
113,/,49,77,0
97,-,3,8,92
113,+,18,78,96
113,-,78,55,23
113,+,30,63,93
97,/,51,3,17
97,/,24,3,8
113,+,15,40,55
113,/,54,34,1
113,/,43,8,5
97,-,80,18,62
113,/,21,25,0
113,+,41,21,62
113,+,19,98,4
113,/,95,61,1
97,-,95,4,91
113,-,71,51,20
113,-,33,16,17
97,+,93,52,48
113,+,23,68,91
97,+,11,26,37
97,+,36,55,91
113,/,5,84,0
113,-,91,106,98
113,+,46,97,30
97,/,17,83,0
113,+,17,41,58
113,-,85,27,58
97,/,73,35,2
113,/,9,21,0
113,-,97,15,82
97,/,9,49,0
113,/,59,94,0
97,+,73,69,45
97,+,55,80,38
97,+,9,87,96
113,-,41,39,2
113,+,16,111,14
113,/,15,95,0
113,/,79,15,5
113,-,90,63,27
97,+,85,21,9
97,/,35,40,0
113,/,25,98,0
113,-,35,34,1
113,/,7,28,0
97,+,51,79,33
113,+,110,107,104
97,/,15,78,0
113,+,69,62,18
113,+,65,43,108
113,+,41,102,30
113,/,104,61,1
113,-,26,37,102
113,-,37,1,36
97,-,81,5,76
97,-,65,31,34
97,/,32,20,1
113,+,82,43,12
113,/,17,83,0
97,+,85,58,46
97,-,13,37,73
113,+,48,94,29
113,/,9,108,0
97,/,38,36,1
97,+,21,12,33
113,+,40,63,103
113,/,38,38,1
97,/,43,69,0
97,/,72,37,1
97,-,63,81,79
97,/,83,16,5
97,-,92,17,75
113,-,96,57,39
113,-,68,71,110
97,/,49,78,0
113,-,86,61,25
113,/,50,90,0
113,/,54,54,1
97,/,39,96,0
97,+,36,44,80
97,+,40,69,12
113,-,72,35,37
113,-,63,66,110
113,-,16,62,67
113,/,38,86,0
97,/,21,97,0
113,+,22,96,5
113,/,99,58,1
113,-,16,76,53
113,-,32,3,29
113,-,0,113,0
97,+,42,34,76
113,+,90,24,1
113,-,23,70,66
113,/,97,23,4
97,-,96,67,29
97,/,77,22,3
97,-,56,49,7
97,+,25,97,25
113,-,15,68,60
97,+,58,67,28
97,/,62,78,0
113,+,3,29,32
97,-,22,20,2
113,+,69,18,87
113,-,5,10,108
113,+,79,101,67
97,-,84,12,72
113,+,73,75,35
113,/,41,55,0
113,/,84,27,3
113,+,1,3,4
113,-,87,12,75
97,+,48,81,32
113,/,14,65,0
97,/,69,39,1
97,-,78,17,61
113,+,3,67,70
113,-,39,93,59
97,-,85,46,39
113,/,13,98,0
113,/,109,37,2
97,-,56,42,14
97,+,8,88,96
97,-,78,48,30
113,-,11,36,88
97,/,28,73,0
113,-,20,54,79
113,-,60,110,63
113,+,14,43,57
113,+,65,39,104
97,+,19,88,10
113,+,53,47,100
113,/,112,15,7
113,+,69,113,69
113,-,38,25,13
113,+,96,28,11
97,/,12,7,1
113,+,16,7,23
113,+,47,62,109
113,/,25,5,5
97,-,26,91,32
113,-,103,20,83
97,/,50,87,0
97,+,44,27,71
113,-,98,38,60
97,+,78,14,92
97,+,88,48,39
113,/,47,28,1
113,+,62,98,47
97,-,52,37,15
113,+,65,25,90
113,+,47,108,42
97,-,22,22,0
97,/,75,90,0
97,+,72,65,40
113,+,111,40,38
113,/,107,73,1
113,+,82,3,85
113,-,98,69,29
113,-,77,91,99
97,+,96,60,59
97,/,16,29,0
113,-,16,43,86
113,/,84,105,0
113,+,109,8,4
113,-,67,37,30
97,-,80,74,6
97,-,77,38,39
113,-,72,25,47
113,+,96,10,106
113,/,41,42,0
113,/,52,100,0
113,/,79,27,2
97,-,16,21,92
113,+,41,10,51
113,-,86,93,106
113,-,43,101,55
97,+,16,68,84
97,+,88,63,54
113,-,28,102,39
113,-,69,18,51
113,/,26,73,0
97,+,85,1,86
113,-,98,17,81
97,/,9,68,0
97,-,48,82,63
113,+,112,75,74
113,/,64,88,0
97,-,37,10,27
113,+,86,70,43
113,-,42,79,76
113,-,82,105,90
97,+,77,93,73
113,/,16,55,0
113,+,26,92,5
97,+,50,48,1
97,-,32,38,91
113,-,29,9,20
97,+,51,23,74
97,-,9,63,43
113,-,41,83,71
97,+,67,93,63
97,-,41,24,17
97,-,67,80,84
97,+,1,60,61
97,-,90,69,21
113,+,45,33,78
97,/,74,11,6
113,/,108,107,1
113,/,95,27,3
113,/,70,56,1
113,/,0,69,0
97,+,70,7,77
113,-,73,56,17
113,/,21,59,0
97,/,34,45,0
97,+,28,93,24
97,/,82,33,2
97,-,30,7,23
113,+,19,61,80
113,-,86,59,27
97,+,75,1,76
113,/,102,105,0
113,+,66,98,51
113,/,19,70,0
113,/,6,83,0
97,+,7,0,7
113,+,98,43,28
97,/,58,45,1
97,-,21,95,23
113,/,65,29,2
97,-,31,44,84
113,+,67,85,39
97,-,50,90,57
97,-,67,49,18
97,+,90,59,52
97,/,61,43,1
97,-,44,65,76
113,-,7,51,69
113,/,78,58,1
113,+,11,51,62
97,+,30,90,23
97,-,36,2,34
113,/,86,52,1
113,/,38,29,1
113,+,103,56,46
97,/,73,34,2
97,/,20,61,0
113,+,112,35,34
97,-,90,1,89
113,-,111,30,81
97,+,13,31,44
113,/,2,108,0
113,/,91,31,2
113,-,72,10,62
97,+,57,25,82
113,-,39,35,4
113,/,59,9,6
97,-,87,88,96
97,-,59,59,0
113,+,102,66,55
113,-,76,26,50
113,-,98,41,57
113,+,33,11,44
97,+,9,54,63
113,+,39,65,104
97,-,93,42,51
113,-,93,72,21
97,-,24,43,78
113,+,55,26,81
113,+,78,97,62
97,-,70,23,47
113,-,18,4,14
113,-,48,110,51
113,+,67,62,16
113,-,16,54,75
97,/,19,79,0
97,/,13,45,0
97,+,24,76,3
113,+,95,64,46
97,+,6,9,15
113,/,57,80,0
97,-,94,11,83
113,+,104,22,13
97,/,0,69,0
113,+,15,101,3
113,+,51,63,1
97,-,46,78,65
97,+,6,58,64
113,/,10,79,0
113,-,57,41,16
97,+,7,4,11
97,/,35,60,0
97,-,22,27,92
113,+,93,66,46
97,+,59,73,35
113,-,38,4,34
113,/,104,95,1
97,+,84,72,59
97,+,19,75,94
97,-,83,14,69
113,+,7,43,50
113,+,55,62,4
113,-,62,106,69
113,+,58,33,91
97,+,37,66,6
113,+,59,3,62
113,/,74,34,2
113,+,92,105,84
113,/,99,107,0
113,-,76,103,86
113,/,42,62,0
113,-,10,32,91
97,/,48,83,0
97,/,0,37,0
97,-,31,55,73
97,/,55,16,3
113,-,62,47,15
113,+,81,104,72
97,/,6,26,0
113,-,72,16,56
97,-,54,78,73
113,-,7,72,48
97,-,61,11,50
97,/,83,81,1
113,-,37,112,38
97,+,93,41,37
97,+,59,61,23
113,/,54,32,1
113,/,101,7,14
113,/,103,89,1
97,-,64,51,13
113,+,58,91,36
113,+,62,106,55
113,+,19,17,36
97,/,31,41,0
97,/,97,84,1
113,+,101,77,65
113,+,53,94,34
113,+,98,45,30
97,-,52,38,14
113,+,84,40,11
113,-,47,48,112
113,-,9,20,102
113,+,7,112,6
113,-,4,105,12
113,-,110,77,33
97,+,56,45,4
97,+,54,33,87
113,-,0,20,93
97,/,47,42,1
97,-,0,63,34
113,/,104,62,1
113,+,20,5,25
97,+,63,62,28
97,-,71,69,2
113,-,38,99,52
97,/,13,2,6
97,+,51,18,69
97,/,42,22,1
113,/,88,109,0
113,-,45,85,73
97,/,18,96,0
113,-,7,93,27
113,-,2,15,100
97,/,87,48,1
97,/,86,1,86
97,-,5,46,56
97,-,90,37,53
113,+,19,43,62
97,/,69,88,0
113,+,52,31,83
113,-,97,12,85
113,-,94,83,11
97,/,61,56,1
97,/,66,57,1
113,+,96,2,98
97,+,94,60,57
113,/,21,68,0
113,/,9,17,0
113,/,102,97,1
97,/,90,4,22
97,/,1,63,0
113,/,75,40,1
113,-,64,18,46
97,-,6,71,32
113,/,67,11,6
113,+,38,69,107
97,/,84,78,1
97,+,65,56,24
113,+,26,44,70
97,-,96,34,62
113,-,111,100,11
113,-,91,16,75
113,-,107,54,53
113,-,34,9,25
113,+,73,103,63
97,+,45,7,52
113,-,50,55,108
97,+,14,47,61
113,-,111,17,94
113,-,44,61,96
97,+,70,45,18
97,+,47,80,30
113,+,37,93,17
113,-,61,15,46
113,+,96,93,76
113,-,18,2,16
113,/,45,27,1
97,+,67,71,41
97,/,2,37,0
113,/,57,92,0
97,/,5,17,0
97,+,95,42,40
97,-,70,57,13
113,/,1,25,0
113,-,108,22,86
113,-,80,42,38
113,-,40,12,28
113,+,105,106,98
97,-,8,67,38
113,+,47,39,86
97,/,17,79,0
113,-,95,89,6
97,/,66,91,0
113,/,54,45,1
97,/,47,59,0
113,-,37,3,34
97,-,41,19,22
97,-,39,91,45
113,/,19,11,1
97,-,88,4,84
97,+,0,76,76
113,+,79,97,63
97,/,79,7,11
113,/,61,92,0
113,/,12,1,12
113,/,93,112,0
113,+,23,2,25
113,-,0,12,101
113,/,87,80,1
97,-,94,84,10
113,+,80,79,46
113,+,20,70,90
97,/,69,23,3
113,/,25,50,0
97,/,81,16,5
113,+,108,52,47
113,/,73,106,0
113,/,22,1,22
113,+,2,35,37
113,/,108,44,2
97,+,84,22,9
113,-,45,80,78
113,-,91,85,6
97,-,47,24,23
97,/,62,42,1
97,/,55,18,3
113,-,51,101,63
97,-,85,8,77
113,+,88,64,39
97,/,42,43,0
97,-,53,83,67
113,-,99,35,64
113,-,52,81,84
97,+,82,77,62
113,/,16,41,0
97,-,61,34,27
113,-,13,66,60
113,-,11,12,112
97,+,28,21,49
113,-,107,104,3
113,+,89,112,88
97,+,43,77,23
113,+,56,46,102
113,-,59,58,1
97,/,14,34,0
97,-,46,24,22
113,+,39,17,56
97,+,49,67,19
113,-,20,48,85
97,/,85,37,2
113,/,24,81,0
97,-,84,76,8
113,+,101,42,30
113,/,19,109,0
113,+,15,91,106
97,+,88,72,63
113,+,86,22,108
97,+,7,22,29
113,+,87,33,7
113,-,109,45,64
113,-,7,52,68
97,+,74,10,84
97,+,1,66,67
113,-,84,14,70
97,/,60,4,15
97,-,93,14,79
97,+,50,60,13
97,+,15,79,94
113,-,67,11,56
113,+,70,36,106
97,+,19,10,29
97,/,89,64,1
97,+,13,62,75
97,/,73,44,1
97,+,49,46,95
97,+,95,63,61
113,+,94,88,69
113,/,77,45,1
113,+,94,93,74
113,/,88,31,2
113,-,59,86,86
113,/,4,8,0
97,-,47,37,10
113,/,109,60,1
113,-,67,69,111
97,-,70,0,70
113,/,75,83,0
113,-,62,8,54
97,-,76,2,74
97,+,31,76,10
113,/,5,108,0
113,-,65,95,83
113,/,52,68,0
97,/,68,26,2
113,-,14,24,103
113,-,88,50,38
97,/,19,16,1
113,-,69,94,88
97,-,59,63,93
113,/,5,1,5
113,+,46,42,88
97,+,7,80,87
113,+,80,19,99
97,-,34,24,10
113,/,48,62,0
113,+,0,8,8
97,/,89,33,2
97,-,71,27,44
113,/,101,62,1
113,/,62,107,0
113,+,103,107,97
113,+,15,4,19
97,/,0,15,0
113,+,100,27,14
113,-,62,28,34
113,+,11,19,30
113,/,60,24,2
97,-,78,76,2
97,-,66,21,45
97,/,88,65,1
97,-,4,55,46
113,+,59,100,46
113,-,65,44,21
97,-,12,35,74
97,+,77,56,36
97,+,14,50,64
97,-,23,3,20
97,/,12,24,0
97,/,5,65,0
113,+,50,2,52
97,/,53,96,0
113,-,86,68,18
97,/,57,53,1
97,-,15,44,68
113,/,65,10,6
97,-,77,66,11
113,/,49,32,1
97,+,66,77,46
113,+,94,80,61
97,/,30,30,1
113,-,32,41,104
113,/,54,9,6
113,/,62,64,0
113,+,24,89,0
97,-,2,14,85
97,/,29,94,0
97,-,29,0,29
97,-,49,74,72
113,/,28,69,0
113,+,95,86,68
97,+,42,49,91
97,/,69,70,0
113,/,109,11,9
113,-,108,70,38
113,+,101,6,107
113,-,27,43,97
97,/,92,19,4
113,/,100,74,1
113,/,12,57,0
113,/,13,13,1
97,-,5,68,34
97,+,41,54,95
97,-,90,61,29
97,+,37,64,4
97,-,25,15,10
113,+,7,72,79
97,+,96,95,94
113,/,101,38,2
97,+,30,4,34
97,/,89,93,0
113,+,67,6,73
97,/,31,57,0
97,/,37,89,0
113,/,66,16,4
97,+,24,24,48
97,+,4,65,69
97,+,32,54,86
97,/,36,56,0
97,+,53,30,83
113,-,19,47,85
113,/,51,74,0
97,+,35,24,59
113,+,14,39,53
97,+,36,23,59
113,+,109,96,92
97,-,79,10,69
113,-,88,34,54
113,-,34,11,23
113,/,82,4,20
113,+,58,59,4
113,+,70,58,15
97,+,93,72,68
113,/,97,83,1
97,/,42,59,0
113,+,59,110,56
97,+,0,81,81
97,/,42,16,2
113,/,53,97,0
113,/,19,98,0
113,+,76,85,48
97,/,72,53,1
97,/,66,81,0
97,/,55,12,4
97,+,86,17,6
97,-,48,45,3
113,+,34,76,110
97,-,78,27,51
97,/,3,23,0
97,/,48,30,1
113,-,6,48,71
97,-,57,51,6
113,/,92,91,1
113,/,6,82,0
113,/,19,15,1
113,-,7,65,55
97,+,78,35,16
113,-,84,51,33
113,-,78,44,34
97,+,30,33,63
97,-,87,0,87
97,+,44,11,55
113,+,89,72,48
113,-,35,14,21
97,-,58,81,74
97,+,62,34,96
97,/,58,56,1
113,/,6,19,0
113,+,14,40,54
97,-,55,7,48
97,+,59,93,55
113,-,53,48,5
97,+,46,28,74
113,+,8,12,20
97,+,75,58,36
97,-,86,21,65
113,/,95,44,2
113,+,17,56,73
97,+,44,31,75
97,-,12,95,14
97,-,93,57,36
97,-,15,81,31
97,+,45,71,19
97,/,50,69,0
113,-,28,26,2
113,/,30,15,2
97,+,22,96,21
113,+,74,61,22
113,+,73,91,51
97,+,25,8,33
113,-,108,25,83
113,+,47,75,9
97,-,93,83,10
97,+,75,31,9
113,+,112,102,101
113,/,58,2,29
113,+,98,73,58
113,+,58,87,32
97,-,3,97,3
113,/,87,76,1
97,+,88,36,27
113,/,110,5,22
113,+,16,57,73
97,+,97,38,38
113,-,93,36,57
113,/,81,48,1
113,+,10,4,14
113,+,99,62,48
113,/,70,60,1
97,/,73,19,3
97,-,17,60,54
113,+,106,41,34
113,/,16,107,0
113,/,105,22,4
113,/,89,28,3
97,/,89,82,1
113,-,91,64,27
113,/,25,27,0
97,/,72,39,1
113,/,102,28,3
113,-,21,75,59
113,+,1,67,68
113,/,35,57,0
113,/,49,113,0
97,+,87,8,95
113,+,91,75,53
97,/,57,19,3
113,+,6,71,77
113,+,15,51,66
113,/,108,84,1
97,+,96,25,24
113,+,96,51,34
113,-,103,48,55
113,-,94,43,51
113,/,35,12,2
97,-,64,8,56
113,/,9,75,0
97,+,31,7,38
113,-,19,102,30
97,+,21,42,63
113,-,71,19,52
113,/,56,95,0
97,/,96,36,2
97,-,3,2,1
113,/,80,63,1
113,+,35,7,42
97,+,73,72,48
113,-,89,112,90
113,+,46,95,28
97,+,36,68,7
113,/,101,57,1
113,+,89,65,41
113,-,67,24,43
113,-,8,61,60
97,/,4,48,0
113,-,2,44,71
97,/,42,93,0
97,-,19,52,64
113,/,62,89,0
97,-,85,18,67
97,-,1,33,65
97,+,54,6,60
97,+,9,22,31
113,+,56,67,10
113,-,65,56,9
113,-,21,59,75
97,-,57,13,44
113,/,66,41,1
97,+,10,91,4
97,+,36,31,67
113,/,113,19,5
97,/,82,80,1
113,-,65,80,98
113,/,57,43,1
113,+,42,31,73
113,-,4,30,87
113,+,99,53,39
97,/,4,16,0
97,/,90,35,2
113,/,40,3,13
97,/,6,61,0
97,+,53,18,71
113,-,69,42,27
97,-,11,92,16
113,/,74,37,2
113,-,10,8,2
113,+,8,46,54
113,/,71,98,0
113,+,61,16,77
97,+,17,7,24
113,+,57,70,14
97,+,1,20,21
113,/,2,34,0
97,-,33,90,40
113,-,81,70,11
113,/,80,20,4
113,+,85,65,37
113,-,107,59,48
97,-,20,86,31
97,-,38,74,61
97,+,22,52,74
113,+,54,40,94
97,/,75,4,18
113,/,3,9,0
113,-,102,97,5
113,/,56,71,0
97,-,67,24,43
113,/,17,70,0
113,+,91,27,5
97,+,41,14,55
97,+,3,69,72
97,-,30,59,68
97,/,97,97,1
113,-,52,39,13
113,-,112,41,71
113,-,9,17,105
97,/,90,67,1
113,/,58,54,1
113,+,72,12,84
97,+,91,10,4
113,/,61,74,0
113,-,69,110,72
97,-,25,69,53
97,+,41,70,14
97,+,62,6,68
97,+,27,16,43
113,+,51,57,108
97,-,93,67,26
113,+,39,67,106
113,+,49,62,111
97,/,70,62,1
97,/,42,12,3
97,/,70,24,2
97,+,33,47,80
97,/,68,36,1
113,+,94,68,49
113,-,46,80,79
97,+,84,60,47
113,-,43,72,84
97,-,77,14,63
97,+,92,66,61
97,/,43,15,2
97,+,77,76,56
97,-,5,31,71
113,/,60,103,0
97,/,42,2,21
97,/,28,48,0
97,/,17,96,0
113,-,70,29,41
113,-,42,96,59
113,-,1,66,48
97,/,57,50,1
97,-,8,37,68
97,/,96,40,2
97,+,90,35,28
113,-,75,77,111
113,+,99,19,5
113,+,61,2,63
97,-,52,83,66
113,/,61,71,0
97,+,36,54,90
97,+,66,8,74
113,-,112,67,45
97,/,97,3,32
113,/,42,113,0
113,-,60,0,60
113,+,89,48,24
97,+,81,36,20
97,/,29,25,1
113,-,43,90,66
113,/,71,87,0
97,-,35,65,67
113,+,110,101,98
97,/,21,60,0
113,+,36,50,86
97,-,45,23,22
113,/,86,47,1
113,/,34,85,0
97,-,56,75,78
97,-,50,44,6
113,/,58,92,0
113,-,42,47,108
97,+,19,67,86
97,-,42,87,52
97,/,17,73,0
113,/,44,97,0
97,+,7,61,68
113,/,41,73,0
97,/,5,34,0
97,/,62,34,1
113,/,63,23,2
113,-,103,41,62
97,+,32,76,11
113,-,64,67,110
97,-,77,48,29
113,-,112,66,46
113,/,60,55,1
113,/,86,16,5
97,-,14,78,33
97,-,54,86,65
97,-,48,1,47
97,/,16,68,0
97,/,5,28,0
113,+,1,70,71
97,+,38,85,26
113,+,59,84,30
113,+,42,97,26
113,-,113,106,7
113,-,22,72,63
113,-,61,92,82
97,-,19,94,22
113,+,59,87,33
113,-,18,6,12
113,-,72,58,14
113,+,68,49,4
97,/,73,75,0
97,/,15,16,0
97,+,46,56,5
97,-,87,39,48
97,+,56,42,1
97,+,7,10,17
97,-,78,95,80
113,-,2,62,53
97,+,30,73,6
113,-,67,106,74
113,-,26,8,18
97,/,54,97,0
113,/,61,39,1
113,-,71,15,56
97,-,49,77,69
113,+,2,34,36
113,-,13,109,17
97,+,32,40,72
97,/,57,51,1
113,+,8,108,3
97,/,3,14,0
113,+,32,49,81
97,/,63,73,0
113,-,10,29,94
113,+,15,1,16
113,/,109,82,1
97,+,37,92,32
97,-,36,96,37
113,/,90,83,1
113,/,58,22,2
113,-,71,62,9
113,-,58,4,54
113,+,11,113,11
113,+,92,13,105
97,/,45,36,1
113,+,57,43,100
97,+,12,95,10
113,-,57,9,48
113,-,17,88,42
97,/,95,52,1
97,-,46,33,13
113,/,79,78,1
113,+,84,78,49
113,+,80,84,51
97,+,5,68,73
97,+,22,18,40
113,/,102,75,1
113,/,109,66,1
97,/,67,90,0
97,-,50,85,62
113,+,52,0,52
97,/,29,33,0
113,-,63,59,4
113,+,51,113,51
97,-,42,83,56
97,/,86,67,1
113,+,101,79,67
97,/,23,73,0
113,/,74,88,0
97,+,95,69,67
113,+,79,74,40
97,/,80,54,1
113,+,80,13,93
113,-,36,113,36
113,/,105,91,1
97,-,40,51,86
113,-,26,110,29
113,-,111,1,110
97,-,17,39,75
113,+,110,100,97
113,-,65,102,76
113,+,10,7,17
113,+,86,16,102
113,+,59,26,85
97,-,94,91,3
97,+,9,21,30
113,+,41,15,56
97,/,15,86,0
97,/,14,13,1
97,-,51,4,47
113,/,62,75,0
97,+,45,47,92
97,/,83,64,1
113,-,62,78,97
113,+,35,19,54
113,+,27,83,110
113,/,35,18,1
97,+,39,69,11
97,+,21,38,59
113,+,33,46,79
97,/,97,31,3
97,+,34,55,89
113,-,57,43,14
113,+,102,38,27
97,+,6,82,88
113,/,87,29,3
97,+,75,71,49
97,-,36,90,43
113,-,102,98,4
113,/,9,37,0
97,/,62,63,0
113,/,12,113,0
113,+,0,4,4
113,/,14,99,0
113,+,40,42,82
113,+,112,27,26
113,/,34,29,1
113,/,12,75,0
113,/,109,41,2
113,+,25,103,15
97,+,9,90,2
113,-,104,0,104
113,-,112,36,76
113,/,64,94,0
113,/,4,84,0
113,-,6,100,19
113,+,11,102,0
97,-,64,59,5
113,-,90,91,112
113,/,33,39,0
113,/,39,5,7
97,/,4,50,0
113,+,98,39,24
97,/,54,83,0
113,+,51,10,61
113,+,49,87,23
97,/,78,50,1
113,+,65,76,28
113,+,60,29,89
97,/,72,40,1
97,-,34,29,5
97,/,7,97,0
113,-,0,11,102
97,/,34,74,0
113,-,84,78,6
113,/,60,21,2
113,-,58,23,35
97,-,13,79,31
97,/,68,32,2
97,/,67,46,1
97,/,33,20,1
113,-,29,10,19
113,-,3,77,39
113,/,62,71,0
97,/,28,63,0
97,-,53,24,29
97,+,37,6,43
97,+,49,29,78
113,-,90,92,111
97,-,31,0,31
113,-,33,50,96
113,/,111,53,2
97,+,88,27,18
113,-,23,13,10
97,+,96,13,12
113,/,97,66,1
97,-,10,96,11
113,-,86,104,95
97,+,39,65,7
97,/,81,56,1
113,+,107,22,16
97,+,36,83,22
113,+,57,44,101
113,-,100,49,51
97,-,27,33,91
113,-,12,83,42
97,+,20,84,7
97,-,40,7,33
113,+,16,40,56
113,/,54,89,0
97,-,32,64,65
113,/,94,94,1
113,-,108,42,66
97,+,10,69,79
113,/,82,31,2
113,+,56,11,67
97,/,45,32,1
97,/,60,75,0
97,/,88,80,1
113,/,32,41,0
113,+,36,2,38
113,-,73,49,24
97,+,87,74,64
113,/,14,24,0
113,/,86,66,1
97,/,43,40,1
